L_inf,L_1,L_2
0.6005655837943777,4.420878399396315,1.2955466958741195
0.341552734375,2.032958984375,0.6865937154946204
0.425537109375,3.0679931640625,0.9728606365510531
0.353271484375,3.0703125,0.8792807226337056
0.4447021484375,3.9400177001953125,1.1251921511380374
0.46264004707336426,3.9434070587158203,1.1152193929669891
0.6788053355412558,3.645330679253675,1.1732471337832968
0.4953126907348633,3.390997886657715,1.0054296223485701
2.888671875,9.242431640625,3.598009396594841
0.5067975455895066,5.646990763954818,1.4062757373902603
0.4853706359863281,3.881319999694824,1.0245007497826872
0.46649169921875,4.304962158203125,1.1595012079098843
1.901611328125,6.40478515625,2.255464646454934
7.055196713656187,29.024032668210566,11.468943178579948
0.46810452826321125,5.886705565266311,1.38817957967893
0.5320053100585938,6.000084400177002,1.3827705178449432
0.5390176773071289,5.248485445976257,1.3426497255057726
6.766499925870448,36.3025655830279,12.677422131412955
0.6124739646911621,5.175504207611084,1.4129615411036218
0.489748477935791,5.695172309875488,1.375145227975246
0.7503509521484375,6.9053955078125,1.7721288774571982
0.5565185546875,6.5045166015625,1.5251289657947156
0.54168701171875,2.20855712890625,0.7364246674445643
0.6432228088378906,9.386881470680237,1.896288654668764
0.6187572479248047,10.230339050292969,1.9319968694508503
7.307360761292102,516.1539673067047,44.90661458421617
1.120792466878811,4.2992399159338675,1.83197871821775
1.5000000447034836,3.0000000968575478,2.1213203857064915
2.500000000000682,2.500000000000682,2.500000000000682
4.285714285714334,4.285714285714334,4.285714285714334
1.0000419616699219,2.0000953674316406,1.414259418383504
1.624762773513794,2.46299796551466,1.6798711361002736
2.0,4.000000000001819,2.5495097567903278
1.5585379600524902,3.5038256645202637,1.9458606943315102
1.0000362396240234,2.499988555908203,1.4999930075816763
2.5278968811035156,4.446800231933594,2.798252983161509
1.9999999999590727,4.499999999983629,2.872281323219618
2.6000000000349246,4.100000000034925,3.001666203990978
2.4999997913837433,5.499999701976776,3.2787190621792934
2.9965306741651148,5.715350833488628,3.6967424764503183
3.4999999999990905,3.4999999999990905,3.4999999999990905
0.4914679527282715,2.0328874588012695,0.8069037770365507
4.5000001192092896,6.000000357627869,4.74341667873901
8.0,8.0,8.0
7.5000000000009095,7.5000000000009095,7.5000000000009095
5.499999999592546,8.4999999992433,6.264982042545895
4.499999999068677,8.499999997438863,5.361902645406051
1.4949617385864258,5.922056198120117,2.3398186011912143
0.5663254857063293,3.7220771610736847,1.1823757473894205
6.118296593427658,22.71798548102379,10.025143097462015
9.526315789462387,16.776315789465116,11.971348817931919
1.8600654602050781,8.569414138793945,3.371858819791583
3.292156219482422,11.254940032958984,4.49059929852592
