L_inf,L_1,L_2
1.457693928219669,9.412216381337203,2.2922444019505908
0.9282646179199219,8.981331825256348,2.243278151548612
1.1820831298828125,12.173751831054688,2.7301400410826586
0.734619140625,7.9498291015625,1.9376234430550856
2.306835174560547,16.30134391784668,4.342144850633465
2.2163076400756836,19.089265823364258,4.813311957521431
2.558128774166107,23.404066920280457,5.828659077332994
1.2213134765625,9.184814453125,2.3705741338102686
1.4842529296875,11.0888671875,3.188027444611485
1.3326740264892578,13.97579574584961,3.538815721356531
1.9181900024414062,12.816628456115723,3.8841741708055286
2.347533330321312,15.55439795134589,4.693622585626693
3.197384205297567,17.613604771788232,5.306466762165573
4.38032865524292,21.936039924621582,7.557101374710759
3.0910987854003906,13.679412841796875,4.835289007935319
3.660085678100586,18.963586807250977,6.965267805436051
4.329502157634124,17.296571813058108,6.647271969104369
4.4853515625,21.912353515625,8.388780050057623
3.8575898855924606,17.361434643156826,5.9413046503239055
5.465087890625,13.6500244140625,6.776463683975503
3.1257277452386916,16.27672892587725,5.616828449729383
5.9169375301280525,31.18690139814862,10.87252383113712
9.001708984375,25.001708984375,12.283749689991307
3.802947998046875,22.21051025390625,5.881106297824361
1.1387939453125,19.433258056640625,3.508823056060323
1.147247314453125,16.266998291015625,3.3462759025645377
1.7396256268148136,20.913897908843865,4.355110001036378
1.6561040878295898,20.357114791870117,4.420283810416125
2.6387712601572275,13.961704157292843,4.7743848409876035
1.635589599609375,7.228935241699219,2.402670972055027
3.33042448759079,18.620580732822418,5.961743045447196
3.200000010430813,10.450000047683716,5.32000942025494
3.4933900833129883,12.775575637817383,5.954415827141791
7.654794730246067,13.304566316306591,9.513979258799118
14.368421052631106,24.701754385961976,17.69828526505943
7.220477931201458,38.85279429703951,15.198792191955325
11.692307692021132,11.692307692021132,11.692307692021132
8.444601334631443,15.409471858292818,9.364301541647034
12.298335507512093,15.52496887743473,12.714567202985364
7.532802581787109,22.135387420654297,10.790266487612687
9.03223579749465,37.96067457739264,15.914293441764778
12.162155151367188,44.0242919921875,18.505942598586046
8.157470703125,38.77783203125,14.518067149354497
8.170970916748047,39.946109771728516,14.932339155852157
3.413750648498535,24.254863739013672,7.034540692075559
1.7836557626724243,17.56705003976822,4.419559754593585
0.8997802734375,13.09747314453125,2.764632016466341
0.9459228515625,10.104522705078125,2.373338812660791
0.9098777770996094,9.451168060302734,2.2077630812629563
0.9376850128173828,8.16633415222168,2.004822269498917
0.9543552398681641,12.150850296020508,2.8053938340874685
1.088134765625,9.27099609375,2.423273212070996
1.05230712890625,7.458015441894531,2.1834960276109427
3.612060546875,32.506103515625,8.535095483489393
1.7886962890625,16.28643798828125,3.7846180239883487
0.6912750005722046,5.843436121940613,1.4272841923880308
1.607177734375,12.5125732421875,3.0002955127247484
0.6820144653320312,7.8904571533203125,1.7632342225718127
0.8793716430664062,10.265365600585938,2.229349957404061
1.6243896484375,19.0570068359375,4.056327863784958
12.308869123458862,33.99707818031311,16.978591428326457
9.5625,29.837890625,15.28135397159958
12.181938648223877,12.181938648223877,12.181938648223877
4.668853759765625,13.008026123046875,6.773797965756664
4.305009841918945,9.484261989593506,5.786130975064734
18.996441423892975,32.616957515478134,21.269657557719963
10.02490234375,17.32763671875,11.921676144122621
6.3456796407699585,10.125874876976013,7.386306663490036
5.000000259838998,5.000000259838998,5.000000259838998
5.91357421875,14.30419921875,7.4036604945659
5.348792588803917,21.25442984327674,8.666316563882388
1.8203125,6.9423828125,2.6550410492735583
1.5363163948059082,12.96478021144867,3.565424409548898
2.333251953125,16.39990234375,4.4080407446961685
3.868395209312439,36.42290985584259,8.976709996428893
1.611629068851471,21.60055422782898,4.925223913218352
2.7036307901144028,35.131024822592735,7.5607754190882295
3.219379944493994,31.715931365732104,7.080494927738138
2.080230712890625,28.594970703125,5.420879895795841
10.71875,21.615234375,12.825385262277875
6.418365478515625,31.23260498046875,9.463024914086867
6.492431640625,43.39306640625,14.42291947836405
4.078180700540543,17.575395360589027,6.769557581072645
4.51727294921875,17.56573486328125,7.6291182515894045
5.8056640625,33.50732421875,11.470443860356578
4.341530799865723,16.866938591003418,7.394648884642136
5.320220924913883,22.01920634880662,8.646666719739862
6.146148681640625,25.267791748046875,10.318998732399768
8.97998046875,44.639404296875,15.773253133224411
4.740797996520996,22.01743507385254,7.8939605689956265
6.015161514282227,34.235496520996094,10.924250343338253
2.6083762953057885,16.422571757342666,5.1326433276877
3.75933837890625,22.1656494140625,6.743771515043866
3.958232879638672,21.734691619873047,6.767189004636542
1.95361328125,13.89013671875,3.693763101622297
3.381728373467922,33.1289525651373,8.30934651428601
1.698642611503601,15.156176328659058,3.6748576141586438
1.8409423828125,14.3302001953125,3.5395162704117795
1.392655372619629,13.746405601501465,3.2889650410885123
1.2050579926581122,14.236376611777814,3.2245759687117417
0.9630156913772225,13.701466974802315,3.0004257446399465
7.105427357601002e-15,7.105427357601002e-15,7.105427357601002e-15
0.7970242500305176,3.4254194274544716,1.0425646550011674
0.667236328125,4.1849365234375,1.1477740895309338
0.9425811767578125,9.40240478515625,2.3279379510104747
1.6602808055467904,16.05181018076837,3.8099525742841593
1.48333740234375,13.00323486328125,3.303177713566321
1.2253758012811886,14.298340726934839,3.218910163913914
1.0196533203125,7.51904296875,1.9559361711879397
0.8007583618164062,6.781745910644531,1.6447770639955757
